IDconsumidor,Genero,Idoso,Casado,Dependentes,Tempo_como_Cliente,Servico_Telefonia,Servico_Internet,Servico_Seguranca,Suporte_Tecnico,TV_assinatura,Tipo_Contrato,Metodo_Pagamento,Pagamento_Mensal,Total_Pago,Churn
8992-CEUEN,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,18.85,18.85,0.0
4320-QMLLA,Male,0,No,No,7,Yes,DSL,No,No,Yes,Month-to-month,Mailed check,54.85,370.4,0.0
8777-PVYGU,Female,0,Yes,No,52,Yes,DSL,Yes,No,Yes,One year,Mailed check,64.3,3410.6,0.0
8292-ITGYJ,Female,0,Yes,Yes,45,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.65,1138.8,0.0
6870-ZWMNX,Male,0,Yes,No,70,Yes,DSL,No,Yes,Yes,Two year,Credit card (automatic),76.1,5264.25,0.0
0621-CXBKL,Female,0,No,No,53,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,18.7,1005.7,0.0
5268-DSMNQ,Female,1,Yes,No,62,Yes,Fiber optic,No,No,Yes,One year,Credit card (automatic),97.95,5936.55,0.0
5334-JLAXU,Female,0,Yes,No,60,Yes,Fiber optic,Yes,No,No,Month-to-month,Credit card (automatic),94.1,5475.9,0.0
4086-YQSNZ,Female,1,Yes,No,3,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,80.4,224.05,1.0
6242-MBHPK,Female,1,Yes,No,23,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Electronic check,95.1,2326.05,0.0
5868-CZJDR,Male,0,No,Yes,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,31.35,31.35,1.0
9359-UGBTK,Female,0,No,No,67,Yes,DSL,Yes,Yes,No,One year,Bank transfer (automatic),72.35,4991.5,0.0
0135-NMXAP,Female,0,No,No,12,Yes,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),89.75,1052.4,1.0
4782-OSFXZ,Female,1,Yes,No,71,Yes,DSL,Yes,Yes,No,Two year,Bank transfer (automatic),82.7,5831.2,0.0
6479-OAUSD,Male,0,No,No,25,Yes,No,No internet service,No internet service,No internet service,One year,Credit card (automatic),19.9,510.8,0.0
7129-ACFOG,Female,0,No,No,5,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,53.8,283.95,0.0
4189-NAKJS,Male,0,No,No,26,Yes,DSL,No,No,No,One year,Credit card (automatic),51.55,1295.4,0.0
5562-BETPV,Male,0,Yes,Yes,1,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,19.65,19.65,0.0
1282-IHQAC,Male,1,No,No,70,No,DSL,No,No,Yes,One year,Credit card (automatic),44.05,3011.65,0.0
9127-FHJBZ,Male,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Two year,Electronic check,114.0,8093.15,0.0
6270-OMFIW,Male,0,Yes,No,60,No,Fiber optic,No,No,Yes,One year,Electronic check,94.4,5610.25,1.0
1641-RQDAY,Female,1,Yes,Yes,32,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,100.4,3217.65,0.0
0107-WESLM,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,19.85,19.85,1.0
6994-ORCWG,Female,0,No,No,14,Yes,DSL,No,No,No,One year,Mailed check,54.25,773.2,0.0
1346-UFHAX,Female,0,No,No,13,Yes,Fiber optic,Yes,No,No,Month-to-month,Credit card (automatic),80.0,1029.35,0.0
3992-YWPKO,Female,0,No,No,6,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Credit card (automatic),109.9,669.45,1.0
2933-XEUJM,Female,0,No,No,46,Yes,DSL,Yes,No,Yes,Two year,Mailed check,79.2,3593.8,0.0
0125-LZQXK,Male,0,No,No,15,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,101.35,1553.95,1.0
5461-QKNTN,Male,1,Yes,No,43,No,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,94.3,3953.15,0.0
4835-YSJMR,Male,0,No,No,39,Yes,DSL,No,Yes,No,Two year,Bank transfer (automatic),49.8,1971.15,0.0
8399-YNDCH,Male,1,No,No,21,Yes,DSL,No,No,Yes,Month-to-month,Bank transfer (automatic),60.05,1236.15,1.0
3164-YAXFY,Male,0,No,No,57,Yes,DSL,Yes,No,Yes,Month-to-month,Electronic check,53.75,3196.0,0.0
0887-WBJVH,Female,0,Yes,No,53,Yes,Fiber optic,No,Yes,Yes,One year,Electronic check,93.45,4872.2,0.0
4660-IRIBM,Male,0,Yes,Yes,18,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Mailed check,87.9,1500.5,0.0
5673-FSSMF,Female,0,No,No,1,No,DSL,No,No,No,Month-to-month,Electronic check,60.15,60.15,1.0
7670-ZBPOQ,Female,0,Yes,No,58,Yes,DSL,Yes,Yes,No,One year,Bank transfer (automatic),61.05,3478.75,0.0
8089-UZWLX,Female,1,No,No,71,Yes,Fiber optic,No,No,Yes,Two year,Bank transfer (automatic),104.05,7413.55,0.0
0080-OROZO,Female,0,No,No,35,Yes,Fiber optic,No,Yes,Yes,One year,Electronic check,99.25,3532.0,0.0
3916-NRPAP,Male,0,No,No,3,Yes,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),85.7,256.75,0.0
6807-SIWJI,Male,0,No,No,38,Yes,Fiber optic,Yes,No,Yes,One year,Electronic check,104.85,3887.25,0.0
8221-HVAYI,Male,0,Yes,Yes,35,Yes,DSL,Yes,Yes,No,Two year,Credit card (automatic),69.15,2490.15,0.0
1579-KLYDT,Male,0,No,No,7,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,90.45,593.45,1.0
5232-NXPAY,Female,0,No,No,47,Yes,DSL,No,Yes,Yes,Two year,Mailed check,74.45,3510.3,0.0
8967-SZQAS,Female,0,No,No,14,Yes,DSL,No,No,No,Month-to-month,Electronic check,50.45,765.45,0.0
4468-KAZHE,Female,1,Yes,No,20,Yes,DSL,No,No,No,Month-to-month,Electronic check,60.0,1259.35,0.0
0455-ENTCR,Male,0,Yes,No,66,No,DSL,Yes,Yes,Yes,Two year,Electronic check,85.25,5538.35,0.0
8944-AILEF,Male,0,Yes,No,15,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),19.45,340.85,0.0
5542-NKVRU,Female,0,No,No,42,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.75,844.45,0.0
7126-RBHSD,Female,0,Yes,No,17,Yes,Fiber optic,Yes,No,No,Month-to-month,Electronic check,78.9,1348.95,0.0
5370-IIVVL,Male,0,No,No,37,Yes,Fiber optic,No,Yes,Yes,One year,Credit card (automatic),104.5,3778.0,0.0
6789-HJBWG,Female,0,No,No,12,Yes,DSL,No,No,No,Month-to-month,Electronic check,49.4,611.65,0.0
3927-NLNRY,Male,0,Yes,No,53,Yes,Fiber optic,No,No,Yes,One year,Bank transfer (automatic),94.25,4867.95,1.0
9087-EYCPR,Female,0,No,No,60,No,No,No internet service,No internet service,No internet service,Two year,Mailed check,25.0,1505.05,0.0
6791-YBNAK,Male,0,Yes,Yes,18,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),25.55,467.85,0.0
6358-LYNGM,Male,0,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,74.9,74.9,1.0
6077-BDPXA,Female,0,No,No,3,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,70.15,194.2,0.0
0013-MHZWF,Female,0,No,Yes,9,Yes,DSL,No,Yes,Yes,Month-to-month,Credit card (automatic),69.4,571.45,0.0
5494-HECPR,Female,0,No,No,1,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,80.25,80.25,1.0
8268-YDIXR,Male,0,Yes,No,56,Yes,Fiber optic,Yes,No,No,One year,Electronic check,93.15,5253.95,0.0
9824-BEMCV,Male,0,Yes,Yes,17,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,69.0,1149.65,1.0
1373-ORVIZ,Female,0,Yes,Yes,11,Yes,DSL,No,Yes,No,Month-to-month,Electronic check,66.35,740.8,1.0
4291-SHSBH,Male,0,No,No,7,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,69.55,521.35,0.0
6980-IMXXE,Female,0,Yes,Yes,69,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.2,1412.65,0.0
9866-QEVEE,Male,0,No,No,19,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),86.0,1532.45,1.0
9897-KXHCM,Female,0,Yes,Yes,3,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,80.3,250.05,1.0
0040-HALCW,Male,0,Yes,Yes,54,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.4,1090.6,0.0
0784-GTUUK,Male,0,Yes,No,62,Yes,No,No internet service,No internet service,No internet service,One year,Credit card (automatic),23.75,1446.8,0.0
7979-CORPM,Male,0,No,No,24,Yes,Fiber optic,No,No,Yes,Month-to-month,Credit card (automatic),90.55,2282.55,1.0
2294-DMMUS,Female,0,Yes,Yes,62,Yes,DSL,No,No,Yes,Month-to-month,Credit card (automatic),70.45,4300.45,0.0
0872-JCPIB,Male,0,No,No,17,Yes,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),65.75,1111.2,0.0
3055-MJDSB,Male,0,No,No,9,Yes,DSL,No,No,No,Month-to-month,Mailed check,24.6,190.1,0.0
9091-WTUUY,Male,0,Yes,Yes,64,Yes,DSL,Yes,Yes,Yes,Two year,Mailed check,69.25,4447.75,0.0
1618-CFHME,Female,0,No,No,2,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,75.9,143.35,1.0
3165-HDOEW,Male,0,Yes,Yes,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,45.85,45.85,1.0
6581-NQCBA,Female,0,Yes,No,16,Yes,DSL,No,Yes,Yes,Month-to-month,Electronic check,49.95,810.2,1.0
7115-IRDHS,Female,0,Yes,No,72,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.65,1830.05,0.0
8496-DMZUK,Male,0,No,No,30,Yes,Fiber optic,Yes,No,No,One year,Bank transfer (automatic),90.4,2820.65,0.0
2040-VZIKE,Female,0,Yes,No,49,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Mailed check,100.85,4847.35,0.0
9068-VPWQQ,Male,0,Yes,No,61,Yes,DSL,Yes,Yes,No,Two year,Credit card (automatic),75.35,4729.3,0.0
0178-SZBHO,Male,0,Yes,Yes,47,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,87.2,4017.45,0.0
0384-RVBPI,Male,0,No,No,20,Yes,DSL,Yes,No,No,Month-to-month,Credit card (automatic),64.4,1398.6,0.0
1689-MRZQR,Male,0,Yes,Yes,34,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,78.3,2564.3,1.0
1299-AURJA,Female,0,Yes,Yes,70,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.7,1685.9,0.0
4525-VZCZG,Male,0,No,Yes,54,Yes,Fiber optic,Yes,Yes,Yes,One year,Electronic check,105.85,5826.65,0.0
1543-LLLFT,Male,1,Yes,No,61,Yes,Fiber optic,No,Yes,Yes,One year,Mailed check,98.3,6066.55,0.0
5835-BEQEU,Male,0,No,No,3,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,76.95,228.4,1.0
2788-CJQAQ,Male,0,No,No,13,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,19.45,270.2,0.0
5565-FILXA,Female,1,No,No,16,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,96.15,1529.2,1.0
0319-QZTCO,Female,0,Yes,Yes,3,Yes,DSL,No,No,Yes,Month-to-month,Credit card (automatic),58.7,168.6,0.0
2120-SMPEX,Male,0,No,No,25,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.15,536.35,0.0
0096-FCPUF,Male,0,No,No,30,Yes,DSL,Yes,No,No,Month-to-month,Mailed check,64.5,1888.45,0.0
0668-OGMHD,Female,0,Yes,No,21,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,28.5,629.35,0.0
5552-ZNFSJ,Male,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,45.3,45.3,1.0
2223-KAGMX,Female,0,No,No,15,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),19.4,289.3,1.0
6507-ZJSUR,Male,1,Yes,No,23,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,90.45,2117.25,0.0
9408-HRXRK,Female,0,Yes,Yes,45,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Electronic check,105.15,4730.9,0.0
5593-SUAOO,Female,0,Yes,Yes,24,Yes,Fiber optic,No,No,No,One year,Bank transfer (automatic),83.15,2033.05,0.0
7321-PKUYW,Female,0,No,No,11,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,90.15,987.95,1.0
2833-SLKDQ,Male,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,45.05,45.05,1.0
6766-HFKLA,Female,0,Yes,No,56,Yes,Fiber optic,No,Yes,Yes,Two year,Bank transfer (automatic),103.2,5744.35,0.0
7595-EUIVN,Female,0,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,75.8,75.8,1.0
7617-EYGLW,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,19.45,19.45,0.0
2026-TGDHM,Female,0,No,No,7,No,Fiber optic,No,No,No,Month-to-month,Electronic check,79.3,523.15,1.0
9220-ZNKJI,Female,1,Yes,No,55,Yes,Fiber optic,No,Yes,Yes,Two year,Credit card (automatic),88.8,4805.3,0.0
4030-VPZBD,Female,0,No,No,2,Yes,DSL,No,Yes,No,Month-to-month,Electronic check,30.9,59.05,1.0
2226-ICFDO,Female,0,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),85.9,6110.75,0.0
0723-VSOBE,Female,1,No,No,45,Yes,DSL,No,No,No,One year,Electronic check,34.2,1596.6,0.0
5529-GIBVH,Female,0,No,No,47,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,20.15,1046.2,0.0
4187-CINZD,Female,1,No,No,46,Yes,Fiber optic,No,No,Yes,One year,Credit card (automatic),95.25,4424.2,1.0
9992-UJOEL,Male,0,No,No,2,Yes,DSL,No,No,No,Month-to-month,Mailed check,50.3,92.75,0.0
4741-WWJQZ,Female,0,Yes,No,2,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Electronic check,80.15,194.55,0.0
6625-UTXEW,Female,0,Yes,No,12,Yes,DSL,No,No,No,Month-to-month,Electronic check,51.25,612.1,0.0
6818-WOBHJ,Female,1,Yes,No,68,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),89.6,6127.6,1.0
6244-BESBM,Male,0,Yes,Yes,69,Yes,Fiber optic,No,Yes,Yes,Two year,Credit card (automatic),95.2,6671.7,0.0
1004-NOZNR,Male,1,No,Yes,56,Yes,Fiber optic,Yes,No,Yes,One year,Credit card (automatic),94.8,5264.3,0.0
1251-STYSZ,Female,1,No,No,4,Yes,Fiber optic,Yes,No,No,Month-to-month,Electronic check,80.25,303.7,0.0
2612-PHGOX,Male,0,Yes,No,64,Yes,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),76.1,4818.8,0.0
2408-TZMJL,Male,0,Yes,No,59,No,Fiber optic,Yes,No,Yes,One year,Electronic check,110.15,6448.05,1.0
8480-PPONV,Male,0,Yes,Yes,62,Yes,Fiber optic,Yes,Yes,Yes,Two year,Bank transfer (automatic),115.55,7159.05,0.0
8780-IHCRN,Male,0,Yes,Yes,63,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),24.65,1574.5,0.0
4598-ZADCK,Female,0,No,No,53,No,DSL,Yes,Yes,Yes,One year,Electronic check,53.6,2879.2,0.0
1257-SXUXQ,Male,0,Yes,Yes,5,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.45,86.05,0.0
9681-KYGYB,Male,1,Yes,No,49,Yes,Fiber optic,Yes,No,No,Month-to-month,Electronic check,88.2,4159.45,0.0
7182-OVLBJ,Female,0,Yes,Yes,62,Yes,Fiber optic,Yes,No,Yes,Two year,Bank transfer (automatic),101.15,6638.35,0.0
5095-ETBRJ,Female,0,Yes,No,55,Yes,DSL,Yes,Yes,No,Two year,Mailed check,56.8,3112.05,0.0
7005-CYUIL,Female,1,Yes,No,71,Yes,Fiber optic,Yes,Yes,Yes,Two year,Electronic check,99.4,7168.25,0.0
4821-WQOYN,Female,0,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.1,1326.25,0.0
4730-AWNAU,Male,0,Yes,Yes,36,Yes,DSL,Yes,Yes,Yes,One year,Credit card (automatic),60.7,2234.55,0.0
3452-FLHYD,Male,0,Yes,No,25,Yes,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),20.95,495.15,0.0
2388-LAESQ,Female,1,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,Two year,Bank transfer (automatic),114.85,8317.95,0.0
9531-NSBMR,Female,0,No,No,36,Yes,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.25,679.8,0.0
6260-ONULR,Male,0,No,No,1,Yes,DSL,No,No,Yes,Month-to-month,Mailed check,62.8,62.8,0.0
4389-UEFCZ,Female,0,Yes,No,72,Yes,Fiber optic,Yes,No,Yes,Two year,Electronic check,105.5,7544.0,0.0
8711-LOBKY,Male,0,Yes,Yes,59,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.85,1188.25,0.0
9134-CEQMF,Male,1,Yes,No,7,No,Fiber optic,No,No,Yes,Month-to-month,Electronic check,89.5,676.7,1.0
8985-OOPOS,Female,0,No,No,1,Yes,DSL,No,Yes,Yes,One year,Credit card (automatic),74.1,74.1,0.0
8800-ZKRFW,Female,0,Yes,Yes,30,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,107.5,3242.5,0.0
2616-FLVQC,Male,0,No,No,64,No,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.55,1240.15,0.0
9968-FFVVH,Male,0,No,No,63,Yes,DSL,Yes,Yes,No,One year,Bank transfer (automatic),68.8,4111.35,0.0
3108-PCCGG,Male,1,Yes,No,72,Yes,DSL,Yes,No,Yes,Two year,Credit card (automatic),84.45,5899.85,0.0
7993-PYKOF,Male,0,Yes,No,8,Yes,Fiber optic,Yes,No,No,Month-to-month,Electronic check,75.0,632.95,1.0
8390-FESFV,Female,0,No,No,62,Yes,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),84.5,5193.2,0.0
3022-BEXHZ,Male,0,Yes,Yes,67,Yes,Fiber optic,No,Yes,Yes,Two year,Bank transfer (automatic),111.2,7530.8,0.0
5027-XWQHA,Male,0,No,No,6,Yes,DSL,No,No,No,Month-to-month,Electronic check,44.75,270.95,1.0
6248-TKCQV,Female,0,Yes,Yes,70,No,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),80.6,5460.2,0.0
6729-GDNGC,Female,1,No,No,20,Yes,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),80.7,1614.2,0.0
6198-ZFIOJ,Female,0,No,No,5,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,75.6,402.5,0.0
5989-OMNJE,Female,0,Yes,Yes,24,Yes,DSL,Yes,No,Yes,One year,Electronic check,57.6,1367.75,0.0
4566-QVRRW,Female,0,Yes,No,11,Yes,DSL,No,No,No,Month-to-month,Electronic check,44.05,483.7,1.0
1291-CUOCY,Male,0,Yes,No,72,Yes,Fiber optic,No,Yes,Yes,Two year,Credit card (automatic),110.6,7962.2,0.0
9795-SHUHB,Female,0,Yes,Yes,66,Yes,DSL,Yes,Yes,No,Two year,Credit card (automatic),58.2,3810.8,0.0
3230-IUALN,Female,0,Yes,Yes,45,Yes,DSL,Yes,Yes,Yes,Two year,Mailed check,81.0,3533.6,0.0
0042-RLHYP,Female,0,Yes,Yes,69,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.7,1396.9,0.0
8519-IMDHU,Male,1,Yes,No,15,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),85.6,1345.55,1.0
4945-RVMTE,Female,0,No,No,28,Yes,DSL,No,No,Yes,Month-to-month,Bank transfer (automatic),59.55,1646.45,0.0
0201-OAMXR,Female,0,No,No,70,Yes,Fiber optic,Yes,Yes,Yes,One year,Credit card (automatic),115.55,8127.6,1.0
1866-NXPSP,Female,0,No,No,36,Yes,DSL,Yes,Yes,No,One year,Mailed check,75.55,2680.15,0.0
3372-KWFBM,Male,1,No,No,16,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,86.6,1281.0,1.0
7831-QGOXH,Female,0,No,No,18,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,85.2,1553.9,1.0
6393-WRYZE,Female,0,Yes,No,34,No,Fiber optic,No,No,Yes,Month-to-month,Electronic check,97.65,3207.55,1.0
3941-XTSKM,Male,0,Yes,Yes,42,Yes,DSL,No,No,No,One year,Credit card (automatic),45.1,2049.05,0.0
1661-CZBAU,Male,0,No,No,48,Yes,DSL,Yes,Yes,No,One year,Bank transfer (automatic),70.95,3629.2,0.0
6599-RCLCJ,Male,0,Yes,No,47,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,109.55,5124.55,1.0
9831-BPFRI,Female,0,Yes,Yes,39,Yes,Fiber optic,No,Yes,No,One year,Electronic check,89.55,3474.45,1.0
5158-RIVOP,Female,0,Yes,Yes,11,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.9,202.3,0.0
9788-YTFGE,Male,0,No,No,7,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.95,147.5,0.0
9277-JOOMO,Female,0,No,No,3,No,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,24.6,86.35,0.0
1907-YLNYW,Male,0,No,No,8,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,66.7,579.0,0.0
1725-MIMXW,Male,0,No,Yes,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.45,19.45,1.0
8947-YRTDV,Male,0,Yes,Yes,32,Yes,Fiber optic,Yes,No,No,One year,Mailed check,94.8,3131.55,0.0
3161-ONRWK,Male,0,Yes,Yes,60,Yes,DSL,Yes,Yes,No,One year,Bank transfer (automatic),65.85,3928.3,0.0
0114-RSRRW,Female,0,Yes,No,10,No,No,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),19.95,187.75,0.0
4565-NLZBV,Female,0,Yes,No,71,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.65,1710.15,0.0
0031-PVLZI,Female,0,Yes,Yes,4,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.35,76.35,1.0
7206-GZCDC,Female,1,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,69.25,69.25,1.0
6682-VCIXC,Female,0,Yes,Yes,43,Yes,DSL,Yes,Yes,Yes,One year,Bank transfer (automatic),51.25,2151.6,0.0
4791-QRGMF,Male,0,Yes,No,59,Yes,Fiber optic,No,No,Yes,One year,Bank transfer (automatic),99.5,5961.1,1.0
6475-VHUIZ,Female,0,Yes,No,23,Yes,DSL,No,Yes,No,Month-to-month,Electronic check,54.25,1221.55,0.0
3910-MRQOY,Female,0,Yes,No,72,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.4,1496.45,0.0
0661-WCQNQ,Male,0,Yes,No,22,Yes,DSL,Yes,Yes,No,One year,Credit card (automatic),56.25,1292.2,0.0
7537-RBWEA,Female,0,No,No,1,No,DSL,No,No,No,Month-to-month,Mailed check,25.15,25.15,0.0
4656-CAURT,Male,0,No,No,69,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),23.95,1713.1,0.0
0121-SNYRK,Male,0,No,No,50,Yes,DSL,Yes,Yes,No,One year,Mailed check,35.4,1748.9,0.0
1768-ZAIFU,Female,1,No,No,1,No,DSL,No,No,No,Month-to-month,Electronic check,25.2,25.2,1.0
4671-LXRDQ,Male,0,No,No,2,Yes,DSL,No,No,No,Month-to-month,Mailed check,45.0,96.45,1.0
3733-LSYCE,Female,0,Yes,No,15,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),75.35,1114.55,0.0
6265-FRMTQ,Male,0,No,No,31,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.4,609.1,0.0
1934-SJVJK,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.15,20.15,1.0
3838-OZURD,Male,0,Yes,No,66,Yes,Fiber optic,No,No,Yes,Month-to-month,Credit card (automatic),105.0,7133.25,1.0
1371-DWPAZ,Female,0,Yes,Yes,0,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),56.05,56.05,0.0
9269-CQOOL,Male,0,No,Yes,3,No,DSL,No,No,Yes,Month-to-month,Credit card (automatic),54.7,169.45,1.0
2017-CCBLH,Female,0,No,No,8,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,20.0,141.6,0.0
7690-KPNCU,Male,0,Yes,Yes,64,Yes,DSL,Yes,No,Yes,One year,Credit card (automatic),73.05,4688.65,0.0
0536-BGFMZ,Female,0,Yes,No,28,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.5,563.05,0.0
2293-IJWPS,Female,0,Yes,No,57,Yes,Fiber optic,No,No,Yes,One year,Credit card (automatic),100.75,5985.0,0.0
2845-HSJCY,Female,0,Yes,Yes,14,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,87.25,1258.6,1.0
5469-NUJUR,Male,0,No,No,19,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.95,373.5,0.0
1184-PJVDB,Male,0,Yes,No,10,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,79.95,857.2,1.0
2625-TRCZQ,Female,0,Yes,No,51,Yes,DSL,No,No,Yes,Month-to-month,Electronic check,49.65,2553.35,0.0
4102-HLENU,Female,0,Yes,No,67,Yes,DSL,Yes,No,No,Two year,Mailed check,65.65,4322.85,0.0
7266-GSSJX,Male,0,Yes,Yes,11,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,20.45,250.8,0.0
7722-VJRQD,Male,0,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),60.95,4549.05,0.0
7073-QETQY,Male,0,Yes,Yes,66,Yes,No,No internet service,No internet service,No internet service,One year,Electronic check,20.35,1359.5,0.0
9415-DPEWS,Female,0,No,No,18,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,88.35,1639.3,1.0
5624-RYAMH,Female,0,No,No,9,No,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,19.5,178.85,0.0
0196-JTUQI,Female,0,No,No,9,Yes,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),75.2,633.85,0.0
7130-YXBRO,Male,0,Yes,No,48,No,Fiber optic,Yes,No,Yes,Month-to-month,Bank transfer (automatic),111.45,5315.1,0.0
9272-LSVYH,Male,0,No,No,10,No,Fiber optic,No,No,No,Month-to-month,Mailed check,70.15,735.5,0.0
7943-RQCHR,Female,0,No,No,9,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,94.75,889.9,1.0
3793-MMFUH,Female,1,No,No,13,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,95.05,1290.0,1.0
